Date,Close,High,Low,Open,Volume,RSI_14
2015-01-01,24.896944046020508,26.3959278223522,24.82490103724632,26.28363940365893,169447946,
2015-01-08,24.885517120361328,25.08673847567943,24.2242140840538,24.74242506955468,247158716,
2015-01-15,25.73859977722168,25.80020892940772,24.730995463376285,25.11903220454392,190297030,
2015-01-22,25.3391342163086,26.937486557038376,25.3391342163086,25.909512511690803,201804538,
2015-01-29,25.97311019897461,26.82321271685096,24.901910707216874,25.388820085430343,326897039,
2015-02-05,26.629444122314453,26.75266242839462,25.939821477648863,26.02428628279926,160174554,
2015-02-12,26.814769744873047,27.32652087379676,26.565005302579188,26.693043337241885,131808891,
2015-02-19,27.02195167541504,27.138710109588384,26.245878214394164,26.73228965101156,134448116,
2015-02-26,28.487648010253903,28.67346754715099,26.90420130759714,26.989162151362265,208659306,
2015-03-05,27.38514518737793,28.7132151411913,27.36030349267536,28.56962516644848,154478961,
2015-03-12,27.79852104187012,27.81243284677196,27.039341304945832,27.5009110450396,173484999,
2015-03-19,27.762998580932617,28.548263010174825,27.616179614835627,27.793057204240625,203870194,
2015-03-26,26.956865310668945,27.76871037764069,26.804829423732738,27.70362327412551,166174983,
2015-04-02,26.90966415405273,27.020958597470763,26.311462222240426,26.87190462533297,110444395,
2015-04-09,26.45852851867676,27.03139272542504,25.995966685093467,26.88084684366622,190712165,52.61580375629847
2015-04-16,26.79812431335449,26.88333412690747,25.88616359931926,26.32785964812534,171387256,56.0504457928511
2015-04-23,27.35570907592773,28.37685081752721,26.84110150085483,26.87935896649462,294103263,61.04344792296961
2015-04-30,26.11716079711914,27.331298505740484,25.96097226129289,27.295426190468035,162170000,47.998988434155756
2015-05-07,26.386194229125977,27.001981710130035,25.994101751637675,26.105700285277248,137314000,50.47465709347003
2015-05-14,26.86696434020996,27.048811789873515,26.34782971582112,26.59294927541223,175526000,54.63138975966831
2015-05-21,26.892871856689453,27.112083525396443,26.39914529023076,26.80120027852622,131408000,54.85129869291994
2015-05-28,26.918777465820312,27.07770654107103,26.393167784623373,26.80418942011464,183750000,55.08573474772379
2015-06-04,26.73842430114746,26.9327258421982,26.05687319839668,26.79173388120217,150548000,53.02156080225352
2015-06-11,26.36825561523437,26.8525156823519,26.10619863074969,26.82486501863982,123440000,48.965901253453765
2015-06-18,26.79572105407715,27.089664966653235,26.444482167638643,26.454944529767964,149220000,53.398839939176504
2015-06-25,25.998584747314453,26.948173845195345,25.81873284166954,26.847037675371983,191216000,45.46746808568189
2015-07-02,25.74898147583008,26.214808414402647,25.666778287098392,25.96072220278484,108206000,43.298792259231774
2015-07-09,27.91071319580078,28.22373831619842,25.924350674713025,26.06235502244111,220684000,60.75679458188558
2015-07-16,32.98647689819336,33.81051573518716,28.148859243603308,28.15483827932213,582012000,77.93528158777059
2015-07-23,31.48337745666504,33.062701869760105,30.91392278634161,32.94512430724411,252652000,68.38816185863739
2015-07-30,32.073753356933594,32.2770253504637,30.991145070811207,31.38722099492626,166200000,69.94546740096848
2015-08-06,32.85993194580078,33.624184209598866,31.3727751290111,32.134537711748486,255032000,71.92865831690938
2015-08-13,32.926692962646484,33.23060132876872,32.44542426093592,32.848076048714645,150494000,72.09703860904204
2015-08-20,31.318470001220703,33.03081943812472,28.151350491815204,32.655664409270784,413294000,62.388755939619884
2015-08-27,30.60702514648437,32.06429058119434,29.59864920541848,31.855539377338296,278488000,58.62771856925277
2015-09-03,30.52631568908692,31.21384586106073,29.65594410135036,30.73955021880177,156604000,58.19908581588852
2015-09-10,31.685152053833008,31.82066482326764,30.462047774410543,30.5452487339818,167040000,62.44465995335354
2015-09-17,31.006589889526367,32.42847902147423,30.661330049967823,31.77532736370071,264608000,58.68596477855173
2015-09-24,30.312084197998047,31.37576332627476,29.363492947558097,30.721613909007683,245294000,55.034653251406986
2015-10-01,32.00300979614258,32.41398201210646,29.885119875625143,30.30959528520739,212300000,61.34125945508744
2015-10-08,32.44143295288086,32.85146250886851,31.16601688644792,31.953189402904368,166584000,62.79817921144077
2015-10-15,32.01546859741211,33.221633632994475,31.97162360037297,32.61581246584337,185268000,60.41584206750706
2015-10-22,35.51987075805664,36.369319474470124,32.08521341085294,32.219230463284525,357324000,70.37358029088718
2015-10-29,36.2751579284668,36.52376493120483,35.16614377418402,35.39781334393985,170464000,72.0079732775047
2015-11-05,36.63835906982422,36.91735541704416,35.796383063483866,36.34291942290301,168348000,72.78546890465876
2015-11-12,36.86753082275391,36.9377778375095,35.439164719951016,36.41914117416112,180276000,73.28959895443725
2015-11-19,37.27357482910156,37.99886645291488,36.73949071545157,36.80475837124464,168182000,74.20146992912491
2015-11-26,37.98252487182617,38.65884388160044,36.93080376930568,37.28901756012306,146022000,75.75763337777975
2015-12-03,37.44595718383789,38.31209257166316,36.718122637227815,38.16337688078658,233794000,72.20756658392762
2015-12-10,37.76879501342773,37.8933474938591,36.07886781036793,37.50773578160075,225696000,73.02657946992997
2015-12-17,37.38118743896485,37.99747286366002,36.77536627744494,37.9845189192716,183182000,70.34619381538602
2015-12-24,38.41197967529297,38.85937343980364,37.19734606671309,37.343321191665446,102016000,73.16685822194306
2015-12-31,37.047882080078125,38.3372479454588,36.31551296359682,38.3372479454588,173428000,64.43243014620802
2016-01-07,34.902591705322266,36.79279937712028,34.80544092944538,36.38476535822942,240628000,53.59617573363024
2016-01-14,34.79747009277344,35.96701582351481,33.54247698779276,35.14272993904918,230940000,53.12469737413509
2016-01-21,34.87419128417969,36.35337719880973,34.59519498674951,34.983300122295944,193232000,53.446572657546774
2016-01-28,36.21736907958984,39.35210572686719,35.48998307064576,35.98171600616207,476180000,58.782697248520215
2016-02-04,34.08353805541992,36.219859377968255,33.03430657339102,36.0111100617091,415374000,49.145156479885785
2016-02-11,35.29318618774414,35.360445586050695,33.323666040203214,33.6291670077134,203560000,53.77220074781348
2016-02-18,34.8527717590332,35.534321004325086,33.9171344051447,35.37290224644855,187904000,51.91997890098871
2016-02-25,35.81381607055664,35.87110913891802,34.40562596233785,34.87518737678905,202944000,55.52047150374126
2016-03-03,35.13575744628906,35.84371255697323,34.144316968335986,35.80534865984333,208260000,52.531475151508566
2016-03-10,36.672733306884766,36.741486516726326,35.04209098773291,35.27923786754355,197360000,58.04512471354823
2016-03-17,36.770877838134766,37.15250602385372,36.46049253928876,36.69066449759805,187596000,58.37758854380455
2016-03-24,37.39214706420898,37.75833163245404,36.30754317538717,36.46945986701563,131648000,60.51082245203754
2016-03-31,37.15100860595703,37.50523506215104,36.63685722146545,37.32837270264908,132314000,59.24168126947676
2016-04-07,37.45143508911133,37.58396215267903,36.419642758317686,37.13507452292251,140484000,60.35725184783276
2016-04-14,37.49876022338867,38.35717558883061,37.33235831463007,37.56552168177956,161262000,60.540471060028985
2016-04-21,35.165645599365234,37.8863689942184,34.49430977001508,37.63377850357013,336296000,48.61211313196468
2016-04-28,34.66046142578125,35.58065514096383,34.32666171625213,35.286211397096245,204752000,46.47676306054404
2016-05-05,35.63645553588867,36.09430979455676,34.66145839851427,34.76010298546337,165696000,50.95872798854911
2016-05-12,35.20500564575195,35.946839364176505,34.90608047887831,35.72463818409564,155206000,49.005128794065406
2016-05-19,36.133670806884766,36.24526934158597,34.7152671145765,34.99227170636413,167760000,53.166944596652606
2016-05-26,36.57607650756836,36.85407693422943,35.88505893030754,36.01409661911896,138688000,55.049039739703765
2016-06-02,36.28363037109375,36.51978136618928,35.60257528003599,36.49387347952672,141066000,53.517957669957504
2016-06-09,35.81730270385742,36.34640361696882,35.52834007038624,36.01409772878885,119696000,51.0783737476648
2016-06-16,34.74814987182617,35.70421406138935,34.299361078329945,35.617523741974864,202346000,45.91103850241494
2016-06-23,34.083038330078125,34.97184307082792,33.045464692221834,34.74765014078026,267116000,42.99692570339945
2016-06-30,34.76358795166016,34.9583874198467,34.06011438583143,34.15078818070724,116338000,46.723220437492714
2016-07-07,35.72065353393555,36.07039862774865,34.287555023614544,34.77903709810643,125280000,51.52259728989344
2016-07-14,36.92681884765625,36.97364765604894,35.77296385073182,35.94982622528634,120844000,56.80390199999898
2016-07-21,36.95571517944336,37.08973223815451,36.58205777007411,36.88546816423998,120354000,56.92497518898542
2016-07-28,38.52059173583984,38.88179313711933,36.83265642620167,37.21827190558968,262882000,62.976957163632775
2016-08-04,39.09353256225586,39.30576740892671,38.302125710840215,38.47276198021388,123094000,64.9202699211189
2016-08-11,38.85588455200195,39.34612364081546,38.53374264065453,39.10947471326795,92120000,63.43298278573668
2016-08-18,38.34422302246094,39.00285957463011,38.2161850011321,38.86086793666781,90650000,60.23345738350294
2016-08-25,38.21519088745117,38.66507436157498,38.022630208839566,38.21269740531203,106396000,59.41950451703375
2016-09-01,38.877811431884766,38.99638487132904,38.078182868674936,38.32479813793552,86686000,62.24132818045283
2016-09-08,37.98800277709961,38.87780711184372,37.56502310487114,38.79012093230887,138984000,56.55419066856228
2016-09-15,38.67205047607422,38.71888308948096,37.861961435648574,38.00793657445812,133472000,59.609587411957996
2016-09-22,38.93809127807617,39.35110846277959,38.51511156803102,38.86037141708324,133886000,60.76526576880815
2016-09-29,38.68450546264648,39.14933462767327,38.33725006270768,38.932112801498185,136828000,59.031447730225565
2016-10-06,39.1662712097168,39.47217128927892,38.39952546492603,38.810550901734224,109774000,61.29116380306871
2016-10-13,39.931522369384766,40.08596621479685,38.51162498129384,38.921152800464526,142690000,64.62856696658042
2016-10-20,39.810455322265625,40.68780370267218,39.55786483138902,40.02120016713587,158906000,63.692953245651026
2016-10-27,38.297393798828125,40.62851818944756,38.03583285875825,39.906609538729946,274504000,53.306494497076024
2016-11-03,39.12491989135742,39.63922338262036,37.393690701686616,38.22515295391343,192742000,57.398281554659896
2016-11-10,38.0871467590332,39.41686824918622,36.24675939741491,39.41686824918622,293760000,51.324155924260495
2016-11-17,37.913272857666016,38.708914090254765,37.62730163565488,38.208712469575865,145064000,50.36252366506808
2016-11-24,37.766300201416016,38.83695421163219,37.606375263985385,38.07618755165386,135702000,49.51795161096276
2016-12-01,38.42144775390625,38.42991647007543,36.71931182469381,37.736409197859054,186326000,53.27915785096033
2016-12-08,39.7108154296875,40.07500825221408,38.22415656403346,38.485717512292815,185270000,59.650750203756346
2016-12-15,39.58576202392578,40.00625201432055,39.17274487711172,39.72426429981283,149294000,58.81300087519978
2016-12-22,39.11196517944336,39.75017495359065,39.01979756816832,39.47615799974632,70770000,55.625478363807204
2016-12-29,39.20413589477539,39.42534119873461,38.382586785091966,39.02627384604071,104892000,56.123669161396194
2017-01-05,40.25087356567383,40.35330398179674,39.11047044978914,39.1632820944979,129854000,61.42084411966637
2017-01-12,40.15920639038086,40.41598183795087,39.81544034428098,40.212512173557606,102176000,60.729373874929784
2017-01-19,41.633907318115234,41.63889048139872,39.94098877296671,40.11187592391945,150428000,67.13876018475536
2017-01-26,39.642311096191406,41.94677875205719,39.38448658298139,41.740519141489166,267532000,54.25912810422036
2017-02-02,40.27428436279297,40.44666529590661,39.45821643009543,39.54789435020635,131530000,57.073233829685854
2017-02-09,40.802391052246094,41.0026716221016,40.08297591692104,40.33058322901472,114126000,59.32523527671462
2017-02-16,41.3892822265625,41.52330308663602,40.80239408914875,40.84972083490941,102876000,61.7281613659592
2017-02-23,41.61248016357422,41.66304919268494,40.86316984970747,41.35739620577272,154476000,62.63228777270803
2017-03-02,41.61896133422852,41.75746362441644,40.97278075806525,41.5432332172239,99506000,62.65987281054763
2017-03-09,42.20833969116211,42.28232312512343,41.56116329285978,41.650343282974895,127010000,65.17734328643013
2017-03-16,41.33098983764648,42.52220898454826,41.21092260445259,42.29950988597928,155728000,58.81998338743766
2017-03-23,41.42166519165039,41.48917165428693,40.02468432526785,40.903028547455335,215384000,59.26224411969903
2017-03-30,41.42166519165039,41.97169082055561,41.22138461604332,41.52579086943559,134588000,59.26224411969903
2017-04-06,41.06843566894531,41.66977534781972,40.70474459189252,41.47098857551451,105416000,56.51984942067912
2017-04-13,41.76044845581055,41.96023109719136,40.924949543393645,40.95982408172448,76166000,60.38732716267241
2017-04-20,43.430450439453125,43.645680524760216,41.81575347069796,41.92137296738537,131286000,67.82508094557673
2017-04-27,46.18605041503906,46.23885826064918,43.36319302111863,43.52361590487124,210116000,75.87454592328436
2017-05-04,46.27273941040039,46.707179274920826,46.063990095735726,46.13772647030882,148378000,76.07731047747772
